Species,Label
sylvia_communis_ak3786.jpg,Sylvia communis
fringilla-coelebs-xxx11b220.jpg,Fringilla coelebs
marek-porubcan_736039.jpg,Parus major
3078185_l.jpg,Parus major
kohlmeise-parus-major-416ddafc-2849-.jpg,Parus major
s.communis.jpg,Sylvia communis
dorngrasmuecke-sylvia-communis-e4fcf.jpg,Sylvia communis
buchfink-fringilla-coelebs-776057f8-.jpg,Fringilla coelebs
Sylvia-communis.jpg,Sylvia communis
dorngrasmuecke-sylvia-communis-114cb.jpg,Sylvia communis
dorngrasmuecke-sylvia-communis-2b7db.jpg,Sylvia communis
000687_full.jpg,Sylvia communis
DSCN0297-2-scaled.jpg,Sylvia communis
sylvia_communis-1.jpg,Sylvia communis
kohlmeise-parus-major-1fe087bd-1363-.jpg,Parus major
184251.jpg,Fringilla coelebs
Turdus-merula-214-Ruige-Hoek-27-02-2.jpg,Turdus merula
42347.jpg,Fringilla coelebs
dorngrasmuecke-sylvia-communis-1ec70.jpg,Sylvia communis
buchfink-fringilla-coelebs-2bab9b4b-.jpg,Fringilla coelebs
dsc_2056_filtered.jpg,Turdus merula
7700.jpg,Parus major
male-Turdus-merula-by-A-Gasios.jpg,Turdus merula
2450837_l.jpg,Fringilla coelebs
TornsangareGetteron090515.jpg,Sylvia communis
Whitethroat-3.jpg,Sylvia communis
pinzon-vulgar.JPG,Fringilla coelebs
kohlmeise-parus-major-37f8ad10-bdcb-.jpg,Parus major
2613273_l.jpg,Fringilla coelebs
27573205.jpg,Parus major
000598_full.jpg,Turdus merula
fringuello.jpg_200731020114_fringuel.jpg,Fringilla coelebs
common-blackbird-turdus-merula-melro.jpg,Turdus merula
buchfink-2-maennl-fringilla-coelebs-.jpg,Fringilla coelebs
imgp3811_cr_20110501_2096280607.jpg,Fringilla coelebs
2633895.jpg,Fringilla coelebs
img_4536.jpg,Turdus merula
sylvia_communis_bartos.jpg,Sylvia communis
sylvia-communis1.jpg,Sylvia communis
kikilis-157505.jpg,Fringilla coelebs
Buchfink  Fringilla Coelebs.jpg,Fringilla coelebs
cinciallegra_6678_fw.jpg,Parus major
Fringilla_coelebs_1.jpg,Fringilla coelebs
Vogel.jpg_200691214326_Vogel.jpg,Fringilla coelebs
amsel-turdus-merula-e8f4ecdf-493d-48.jpg,Turdus merula
3512763_l.jpg,Fringilla coelebs
3403066_l.jpg,Parus major
img_4324_mirlo_800.jpg,Turdus merula
31949.jpg,Fringilla coelebs
252881.jpg,Fringilla coelebs
blackbird-turdus-merula-male-DYARBP.jpg,Turdus merula
PEIPPO_Longinoja.jpg,Fringilla coelebs
1832975_large96493.jpg,Sylvia communis
20170708-_7080123-2048-330-60.jpg,Sylvia communis
dc7ab07ef83976874d79070624b660cb-150.jpg,Fringilla coelebs
dsc_1420_filtered.jpg,Turdus merula
sylvia-communis-xxx09a529.jpg,Sylvia communis
turdus_merula.jpg,Turdus merula
3095191.jpg,Fringilla coelebs
turdus_merula_2871.jpg,Turdus merula
3080585.jpg,Parus major
blackbird-67x_17a836.jpg,Turdus merula
14093562.jpg,Sylvia communis
