file,class
Acrocephalus-arundinaceus-131536.png,bird
Acrocephalus-arundinaceus-136005.png,bird
Acrocephalus-arundinaceus-178787.png,bird
Acrocephalus-arundinaceus-178789.png,bird
Acrocephalus-arundinaceus-178791.png,bird
Acrocephalus-arundinaceus-178792.png,bird
Acrocephalus-arundinaceus-178793.png,bird
Acrocephalus-arundinaceus-178869.png,bird
Acrocephalus-arundinaceus-178959.png,bird
Acrocephalus-arundinaceus-181959.png,bird
Acrocephalus-arundinaceus-181961.png,bird
Acrocephalus-arundinaceus-215604.png,bird
Acrocephalus-arundinaceus-215950.png,bird
Acrocephalus-arundinaceus-233487.png,bird
Acrocephalus-arundinaceus-240480.png,bird
Acrocephalus-arundinaceus-267175.png,bird
Acrocephalus-arundinaceus-267177.png,bird
Acrocephalus-arundinaceus-267178.png,bird
Acrocephalus-arundinaceus-267179.png,bird
Acrocephalus-arundinaceus-267181.png,bird
Acrocephalus-arundinaceus-269372.png,bird
Acrocephalus-arundinaceus-269607.png,bird
Acrocephalus-arundinaceus-270234.png,bird
Acrocephalus-arundinaceus-270357.png,bird
Acrocephalus-arundinaceus-271723.png,bird
Acrocephalus-arundinaceus-278476.png,bird
Acrocephalus-arundinaceus-289559.png,bird
Acrocephalus-arundinaceus-306190.png,bird
Acrocephalus-arundinaceus-316403.png,bird
Acrocephalus-arundinaceus-317834.png,bird
Acrocephalus-arundinaceus-319066.png,bird
Acrocephalus-arundinaceus-321516.png,bird
Acrocephalus-arundinaceus-363793.png,bird
Acrocephalus-arundinaceus-411660.png,bird
Acrocephalus-arundinaceus-417152.png,bird
Acrocephalus-arundinaceus-417156.png,bird
Acrocephalus-arundinaceus-422018.png,bird
Acrocephalus-arundinaceus-422019.png,bird
Acrocephalus-arundinaceus-448264.png,bird
Acrocephalus-arundinaceus-476958.png,bird
Acrocephalus-arundinaceus-476959.png,bird
Acrocephalus-arundinaceus-485376.png,bird
Acrocephalus-arundinaceus-535692.png,bird
Acrocephalus-dumetorum-104061.png,bird
Acrocephalus-dumetorum-104091.png,bird
Acrocephalus-dumetorum-134720.png,bird
Acrocephalus-dumetorum-134919.png,bird
Acrocephalus-dumetorum-134920.png,bird
Acrocephalus-dumetorum-134921.png,bird
Acrocephalus-dumetorum-140598.png,bird
Acrocephalus-dumetorum-141038.png,bird
Acrocephalus-dumetorum-141039.png,bird
Acrocephalus-dumetorum-180592.png,bird
Acrocephalus-dumetorum-181093.png,bird
Acrocephalus-dumetorum-181527.png,bird
Acrocephalus-dumetorum-181772.png,bird
Acrocephalus-dumetorum-183626.png,bird
Acrocephalus-dumetorum-183647.png,bird
Acrocephalus-dumetorum-184501.png,bird
Acrocephalus-dumetorum-194050.png,bird
Acrocephalus-dumetorum-194051.png,bird
Acrocephalus-dumetorum-199697.png,bird
Acrocephalus-dumetorum-234437.png,bird
Acrocephalus-dumetorum-247643.png,bird
Acrocephalus-dumetorum-250297.png,bird
Acrocephalus-dumetorum-252310.png,bird
Acrocephalus-dumetorum-253989.png,bird
Acrocephalus-dumetorum-253996.png,bird
Acrocephalus-dumetorum-297377.png,bird
Acrocephalus-dumetorum-36646.png,bird
Acrocephalus-dumetorum-373684.png,bird
Acrocephalus-dumetorum-383094.png,bird
Acrocephalus-dumetorum-401937.png,bird
Acrocephalus-dumetorum-419063.png,bird
Acrocephalus-dumetorum-419412.png,bird
Acrocephalus-dumetorum-420786.png,bird
Acrocephalus-dumetorum-421650.png,bird
Acrocephalus-dumetorum-422010.png,bird
Acrocephalus-dumetorum-424008.png,bird
Acrocephalus-dumetorum-425482.png,bird
Acrocephalus-dumetorum-477196.png,bird
Acrocephalus-dumetorum-477197.png,bird
Acrocephalus-dumetorum-506494.png,bird
Acrocephalus-dumetorum-507689.png,bird
Acrocephalus-dumetorum-507769.png,bird
Acrocephalus-dumetorum-508602.png,bird
Acrocephalus-palustris-136666.png,bird
Acrocephalus-palustris-140652.png,bird
Acrocephalus-palustris-141159.png,bird
Acrocephalus-palustris-142090.png,bird
Acrocephalus-palustris-142430.png,bird
Acrocephalus-palustris-142601.png,bird
Acrocephalus-palustris-142637.png,bird
Acrocephalus-palustris-142748.png,bird
Acrocephalus-palustris-142749.png,bird
Acrocephalus-palustris-142750.png,bird
Acrocephalus-palustris-143115.png,bird
Acrocephalus-palustris-143116.png,bird
Acrocephalus-palustris-181503.png,bird
Acrocephalus-palustris-181504.png,bird
Acrocephalus-palustris-181506.png,bird
Acrocephalus-palustris-183661.png,bird
Acrocephalus-palustris-183727.png,bird
Acrocephalus-palustris-183731.png,bird
Acrocephalus-palustris-187728.png,bird
Acrocephalus-palustris-190925.png,bird
Acrocephalus-palustris-194054.png,bird
Acrocephalus-palustris-194055.png,bird
Acrocephalus-palustris-198322.png,bird
Acrocephalus-palustris-198323.png,bird
Acrocephalus-palustris-198324.png,bird
Acrocephalus-palustris-198325.png,bird
Acrocephalus-palustris-199254.png,bird
Acrocephalus-palustris-283220.png,bird
Acrocephalus-palustris-293260.png,bird
Acrocephalus-palustris-318212.png,bird
Acrocephalus-palustris-416866.png,bird
Acrocephalus-palustris-419411.png,bird
Acrocephalus-palustris-421799.png,bird
Acrocephalus-palustris-421801.png,bird
Acrocephalus-palustris-421802.png,bird
Acrocephalus-palustris-422009.png,bird
Acrocephalus-palustris-477860.png,bird
Acrocephalus-palustris-478620.png,bird
Acrocephalus-palustris-481968.png,bird
Acrocephalus-palustris-484824.png,bird
Acrocephalus-palustris-484826.png,bird
Acrocephalus-palustris-486838.png,bird
Acrocephalus-palustris-492395.png,bird
Acrocephalus-schoenobaenus-120663.png,bird
Acrocephalus-schoenobaenus-120664.png,bird
Acrocephalus-schoenobaenus-120666.png,bird
Acrocephalus-schoenobaenus-125848.png,bird
Acrocephalus-schoenobaenus-125857.png,bird
Acrocephalus-schoenobaenus-131073.png,bird
Acrocephalus-schoenobaenus-135843.png,bird
Acrocephalus-schoenobaenus-135844.png,bird
Acrocephalus-schoenobaenus-139575.png,bird
Acrocephalus-schoenobaenus-139579.png,bird
Acrocephalus-schoenobaenus-142158.png,bird
Acrocephalus-schoenobaenus-142462.png,bird
Acrocephalus-schoenobaenus-142811.png,bird
Acrocephalus-schoenobaenus-143119.png,bird
Acrocephalus-schoenobaenus-172460.png,bird
Acrocephalus-schoenobaenus-177170.png,bird
Acrocephalus-schoenobaenus-177335.png,bird
Acrocephalus-schoenobaenus-181203.png,bird
Acrocephalus-schoenobaenus-194319.png,bird
Acrocephalus-schoenobaenus-199074.png,bird
Acrocephalus-schoenobaenus-199288.png,bird
Acrocephalus-schoenobaenus-199505.png,bird
Acrocephalus-schoenobaenus-199530.png,bird
Acrocephalus-schoenobaenus-215926.png,bird
Acrocephalus-schoenobaenus-245749.png,bird
Acrocephalus-schoenobaenus-253275.png,bird
Acrocephalus-schoenobaenus-264049.png,bird
Acrocephalus-schoenobaenus-264050.png,bird
Acrocephalus-schoenobaenus-264051.png,bird
Acrocephalus-schoenobaenus-264052.png,bird
Acrocephalus-schoenobaenus-269810.png,bird
Acrocephalus-schoenobaenus-302020.png,bird
Acrocephalus-schoenobaenus-306236.png,bird
Acrocephalus-schoenobaenus-311009.png,bird
Acrocephalus-schoenobaenus-317838.png,bird
Acrocephalus-schoenobaenus-350029.png,bird
Acrocephalus-schoenobaenus-367375.png,bird
Acrocephalus-schoenobaenus-374567.png,bird
Acrocephalus-schoenobaenus-401798.png,bird
Acrocephalus-schoenobaenus-418078.png,bird
Acrocephalus-schoenobaenus-473773.png,bird
Acrocephalus-schoenobaenus-473782.png,bird
Acrocephalus-schoenobaenus-483858.png,bird
Aegolius-funereus-118307.png,bird
Aegolius-funereus-131493.png,bird
Aegolius-funereus-132604.png,bird
Aegolius-funereus-132605.png,bird
Aegolius-funereus-132606.png,bird
Aegolius-funereus-140673.png,bird
Aegolius-funereus-168149.png,bird
Aegolius-funereus-168502.png,bird
Aegolius-funereus-172742.png,bird
Aegolius-funereus-175243.png,bird
Aegolius-funereus-177451.png,bird
Aegolius-funereus-362909.png,bird
Aegolius-funereus-363036.png,bird
Aegolius-funereus-381324.png,bird
Aegolius-funereus-401793.png,bird
Aegolius-funereus-467737.png,bird
Aegolius-funereus-467738.png,bird
Aegolius-funereus-478890.png,bird
Aegolius-funereus-480566.png,bird
Aegolius-funereus-480571.png,bird
Aegolius-funereus-480628.png,bird
Aegolius-funereus-480630.png,bird
Aegolius-funereus-480631.png,bird
Aegolius-funereus-480662.png,bird
Aegolius-funereus-505269.png,bird
Aegolius-funereus-505271.png,bird
Aegolius-funereus-508051.png,bird
Aegolius-funereus-508094.png,bird
Aegolius-funereus-508096.png,bird
Aegolius-funereus-508108.png,bird
Aegolius-funereus-508273.png,bird
Aegolius-funereus-508274.png,bird
Aegolius-funereus-509452.png,bird
Aegolius-funereus-509455.png,bird
Aegolius-funereus-509547.png,bird
Aegolius-funereus-512068.png,bird
Aegolius-funereus-512069.png,bird
Aegolius-funereus-512178.png,bird
Aegolius-funereus-512180.png,bird
Aegolius-funereus-512182.png,bird
Aegolius-funereus-512406.png,bird
Aegolius-funereus-512538.png,bird
Aegolius-funereus-513156.png,bird
Alauda-arvensis-123169.png,bird
Alauda-arvensis-123170.png,bird
Alauda-arvensis-131285.png,bird
Alauda-arvensis-131537.png,bird
Alauda-arvensis-131690.png,bird
Alauda-arvensis-131692.png,bird
Alauda-arvensis-142423.png,bird
Alauda-arvensis-156831.png,bird
Alauda-arvensis-158166.png,bird
Alauda-arvensis-168330.png,bird
Alauda-arvensis-169009.png,bird
Alauda-arvensis-170205.png,bird
Alauda-arvensis-176601.png,bird
Alauda-arvensis-181577.png,bird
Alauda-arvensis-182281.png,bird
Alauda-arvensis-188743.png,bird
Alauda-arvensis-188745.png,bird
Alauda-arvensis-189387.png,bird
Alauda-arvensis-189392.png,bird
Alauda-arvensis-189393.png,bird
Alauda-arvensis-196784.png,bird
Alauda-arvensis-198232.png,bird
Alauda-arvensis-198671.png,bird
Alauda-arvensis-198807.png,bird
Alauda-arvensis-205598.png,bird
Alauda-arvensis-205599.png,bird
Alauda-arvensis-205620.png,bird
Alauda-arvensis-205834.png,bird
Alauda-arvensis-206635.png,bird
Alauda-arvensis-255686.png,bird
Alauda-arvensis-309457.png,bird
Alauda-arvensis-309465.png,bird
Alauda-arvensis-309476.png,bird
Alauda-arvensis-309610.png,bird
Alauda-arvensis-309616.png,bird
Alauda-arvensis-309621.png,bird
Alauda-arvensis-312760.png,bird
Alauda-arvensis-367931.png,bird
Alauda-arvensis-421695.png,bird
Alauda-arvensis-476366.png,bird
Alauda-arvensis-476946.png,bird
Alauda-arvensis-484708.png,bird
Alauda-arvensis-535734.png,bird
Athene-noctua-121557.png,bird
Athene-noctua-121558.png,bird
Athene-noctua-121559.png,bird
Athene-noctua-135729.png,bird
Athene-noctua-196473.png,bird
Athene-noctua-302937.png,bird
Athene-noctua-302938.png,bird
Athene-noctua-302940.png,bird
Athene-noctua-302942.png,bird
Athene-noctua-302943.png,bird
Athene-noctua-302944.png,bird
Athene-noctua-302945.png,bird
Athene-noctua-303357.png,bird
Athene-noctua-306417.png,bird
Athene-noctua-306418.png,bird
Athene-noctua-306420.png,bird
Athene-noctua-306421.png,bird
Athene-noctua-306422.png,bird
Athene-noctua-306566.png,bird
Athene-noctua-306567.png,bird
Athene-noctua-306569.png,bird
Athene-noctua-306570.png,bird
Athene-noctua-306572.png,bird
Athene-noctua-306574.png,bird
Athene-noctua-306575.png,bird
Athene-noctua-306577.png,bird
Athene-noctua-306578.png,bird
Athene-noctua-306579.png,bird
Athene-noctua-356086.png,bird
Athene-noctua-356292.png,bird
Athene-noctua-356470.png,bird
Athene-noctua-356471.png,bird
Athene-noctua-356550.png,bird
Athene-noctua-356551.png,bird
Athene-noctua-356552.png,bird
Athene-noctua-361752.png,bird
Athene-noctua-385235.png,bird
Athene-noctua-385239.png,bird
Athene-noctua-385240.png,bird
Athene-noctua-402735.png,bird
Athene-noctua-418700.png,bird
Athene-noctua-535386.png,bird
Athene-noctua-535628.png,bird
Bubo-bubo-113954.png,bird
Bubo-bubo-125357.png,bird
Bubo-bubo-125799.png,bird
Bubo-bubo-130672.png,bird
Bubo-bubo-162795.png,bird
Bubo-bubo-166686.png,bird
Bubo-bubo-167701.png,bird
Bubo-bubo-186644.png,bird
Bubo-bubo-207070.png,bird
Bubo-bubo-239710.png,bird
Bubo-bubo-297798.png,bird
Bubo-bubo-344565.png,bird
Bubo-bubo-344570.png,bird
Bubo-bubo-345648.png,bird
Bubo-bubo-345650.png,bird
Bubo-bubo-345652.png,bird
Bubo-bubo-345653.png,bird
Bubo-bubo-346535.png,bird
Bubo-bubo-348865.png,bird
Bubo-bubo-356182.png,bird
Bubo-bubo-358292.png,bird
Bubo-bubo-360590.png,bird
Bubo-bubo-366024.png,bird
Bubo-bubo-366026.png,bird
Bubo-bubo-383829.png,bird
Bubo-bubo-399487.png,bird
Bubo-bubo-400925.png,bird
Bubo-bubo-406741.png,bird
Bubo-bubo-409973.png,bird
Bubo-bubo-409975.png,bird
Bubo-bubo-459969.png,bird
Bubo-bubo-459974.png,bird
Bubo-bubo-461798.png,bird
Bubo-bubo-506563.png,bird
Bubo-bubo-517577.png,bird
Bubo-bubo-517582.png,bird
Bubo-bubo-517584.png,bird
Bubo-bubo-519881.png,bird
Bubo-bubo-520040.png,bird
Bubo-bubo-521237.png,bird
Bubo-bubo-522351.png,bird
Bubo-bubo-522407.png,bird
Bubo-bubo-534612.png,bird
Caprimulgus-europaeus-133260.png,bird
Caprimulgus-europaeus-133261.png,bird
Caprimulgus-europaeus-136062.png,bird
Caprimulgus-europaeus-138643.png,bird
Caprimulgus-europaeus-144091.png,bird
Caprimulgus-europaeus-144594.png,bird
Caprimulgus-europaeus-144595.png,bird
Caprimulgus-europaeus-156388.png,bird
Caprimulgus-europaeus-181314.png,bird
Caprimulgus-europaeus-184786.png,bird
Caprimulgus-europaeus-192072.png,bird
Caprimulgus-europaeus-193359.png,bird
Caprimulgus-europaeus-197153.png,bird
Caprimulgus-europaeus-197156.png,bird
Caprimulgus-europaeus-243797.png,bird
Caprimulgus-europaeus-245949.png,bird
Caprimulgus-europaeus-298391.png,bird
Caprimulgus-europaeus-319547.png,bird
Caprimulgus-europaeus-320949.png,bird
Caprimulgus-europaeus-322347.png,bird
Caprimulgus-europaeus-323841.png,bird
Caprimulgus-europaeus-324437.png,bird
Caprimulgus-europaeus-324440.png,bird
Caprimulgus-europaeus-347571.png,bird
Caprimulgus-europaeus-356171.png,bird
Caprimulgus-europaeus-381334.png,bird
Caprimulgus-europaeus-382000.png,bird
Caprimulgus-europaeus-419657.png,bird
Caprimulgus-europaeus-432929.png,bird
Caprimulgus-europaeus-448445.png,bird
Caprimulgus-europaeus-448447.png,bird
Caprimulgus-europaeus-448450.png,bird
Caprimulgus-europaeus-448451.png,bird
Caprimulgus-europaeus-448453.png,bird
Caprimulgus-europaeus-459576.png,bird
Caprimulgus-europaeus-476394.png,bird
Caprimulgus-europaeus-479611.png,bird
Caprimulgus-europaeus-481978.png,bird
Caprimulgus-europaeus-481979.png,bird
Caprimulgus-europaeus-481986.png,bird
Caprimulgus-europaeus-482961.png,bird
Caprimulgus-europaeus-483583.png,bird
Caprimulgus-europaeus-483990.png,bird
Carduelis-carduelis-139524.png,bird
Carduelis-carduelis-144943.png,bird
Carduelis-carduelis-151205.png,bird
Carduelis-carduelis-155132.png,bird
Carduelis-carduelis-169006.png,bird
Carduelis-carduelis-170284.png,bird
Carduelis-carduelis-180744.png,bird
Carduelis-carduelis-188721.png,bird
Carduelis-carduelis-189181.png,bird
Carduelis-carduelis-189183.png,bird
Carduelis-carduelis-189739.png,bird
Carduelis-carduelis-193038.png,bird
Carduelis-carduelis-196321.png,bird
Carduelis-carduelis-205828.png,bird
Carduelis-carduelis-244629.png,bird
Carduelis-carduelis-263552.png,bird
Carduelis-carduelis-263694.png,bird
Carduelis-carduelis-264202.png,bird
Carduelis-carduelis-276721.png,bird
Carduelis-carduelis-279025.png,bird
Carduelis-carduelis-282162.png,bird
Carduelis-carduelis-296268.png,bird
Carduelis-carduelis-296269.png,bird
Carduelis-carduelis-296273.png,bird
Carduelis-carduelis-298328.png,bird
Carduelis-carduelis-298510.png,bird
Carduelis-carduelis-298513.png,bird
Carduelis-carduelis-298519.png,bird
Carduelis-carduelis-301748.png,bird
Carduelis-carduelis-312181.png,bird
Carduelis-carduelis-319540.png,bird
Carduelis-carduelis-319543.png,bird
Carduelis-carduelis-325365.png,bird
Carduelis-carduelis-357700.png,bird
Carduelis-carduelis-358114.png,bird
Carduelis-carduelis-358116.png,bird
Carduelis-carduelis-358120.png,bird
Carduelis-carduelis-367060.png,bird
Carduelis-carduelis-377181.png,bird
Carduelis-carduelis-408210.png,bird
Carduelis-carduelis-412880.png,bird
Carduelis-carduelis-473631.png,bird
Carduelis-carduelis-484656.png,bird
Carpodacus-erythrinus-136660.png,bird
Carpodacus-erythrinus-187731.png,bird
Carpodacus-erythrinus-197158.png,bird
Carpodacus-erythrinus-199242.png,bird
Carpodacus-erythrinus-199287.png,bird
Carpodacus-erythrinus-199489.png,bird
Carpodacus-erythrinus-204983.png,bird
Carpodacus-erythrinus-204984.png,bird
Carpodacus-erythrinus-204986.png,bird
Carpodacus-erythrinus-209110.png,bird
Carpodacus-erythrinus-211629.png,bird
Carpodacus-erythrinus-234674.png,bird
Carpodacus-erythrinus-236434.png,bird
Carpodacus-erythrinus-246419.png,bird
Carpodacus-erythrinus-247484.png,bird
Carpodacus-erythrinus-248039.png,bird
Carpodacus-erythrinus-248119.png,bird
Carpodacus-erythrinus-253155.png,bird
Carpodacus-erythrinus-264048.png,bird
Carpodacus-erythrinus-270385.png,bird
Carpodacus-erythrinus-274741.png,bird
Carpodacus-erythrinus-279010.png,bird
Carpodacus-erythrinus-287597.png,bird
Carpodacus-erythrinus-309536.png,bird
Carpodacus-erythrinus-310153.png,bird
Carpodacus-erythrinus-318859.png,bird
Carpodacus-erythrinus-319735.png,bird
Carpodacus-erythrinus-340705.png,bird
Carpodacus-erythrinus-367308.png,bird
Carpodacus-erythrinus-374390.png,bird
Carpodacus-erythrinus-377328.png,bird
Carpodacus-erythrinus-383558.png,bird
Carpodacus-erythrinus-415119.png,bird
Carpodacus-erythrinus-415553.png,bird
Carpodacus-erythrinus-416770.png,bird
Carpodacus-erythrinus-420491.png,bird
Carpodacus-erythrinus-426294.png,bird
Carpodacus-erythrinus-475684.png,bird
Carpodacus-erythrinus-476464.png,bird
Carpodacus-erythrinus-477362.png,bird
Carpodacus-erythrinus-505445.png,bird
Carpodacus-erythrinus-519991.png,bird
Carpodacus-erythrinus-520019.png,bird
Chloris-chloris-123546.png,bird
Chloris-chloris-168310.png,bird
Chloris-chloris-168858.png,bird
Chloris-chloris-169003.png,bird
Chloris-chloris-171078.png,bird
Chloris-chloris-182201.png,bird
Chloris-chloris-187828.png,bird
Chloris-chloris-197682.png,bird
Chloris-chloris-207233.png,bird
Chloris-chloris-234412.png,bird
Chloris-chloris-255106.png,bird
Chloris-chloris-262800.png,bird
Chloris-chloris-264101.png,bird
Chloris-chloris-266932.png,bird
Chloris-chloris-268855.png,bird
Chloris-chloris-270089.png,bird
Chloris-chloris-278835.png,bird
Chloris-chloris-278838.png,bird
Chloris-chloris-278840.png,bird
Chloris-chloris-282737.png,bird
Chloris-chloris-312545.png,bird
Chloris-chloris-327252.png,bird
Chloris-chloris-327900.png,bird
Chloris-chloris-361575.png,bird
Chloris-chloris-409172.png,bird
